Elapsed Time (ms),Coarse Encoder Counts (6B),Coarse Degree
43193,FF7BFB,-2.340512465373961
43194,FF7DF6,-2.3054016620498614
43195,FF7F48,-2.281994459833795
43196,FF809A,-2.2585872576177284
43197,FF8295,-2.2234764542936287
43198,FF83E7,-2.2000692520775624
43199,FF8539,-2.176662049861496
43200,FF868B,-2.1532548476454294
43201,FF8886,-2.1181440443213293
43202,FF89D8,-2.094736842105263
43203,FF8B2A,-2.0713296398891967
43204,FF8D25,-2.036218836565097
43205,FF8E77,-2.0128116343490303
43206,FF9072,-1.9777008310249309
43207,FF91C4,-1.9542936288088641
43208,FF9316,-1.9308864265927979
43209,FF9511,-1.895775623268698
43210,FF9663,-1.8723684210526315
43211,FF985E,-1.837257617728532
43212,FF99B0,-1.8138504155124653
43213,FF9B02,-1.790443213296399
43214,FF9CFD,-1.7553324099722991
43215,FF9E4F,-1.7319252077562328
43216,FF9FA1,-1.708518005540166
43217,FFA19C,-1.6734072022160664
43218,FFA2EE,-1.65
43219,FFA440,-1.6265927977839334
43220,FFA63B,-1.591481994459834
43221,FFA78D,-1.5680747922437672
43222,FFA8DF,-1.544667590027701
43223,FFAADA,-1.509556786703601
43224,FFAC2C,-1.4861495844875348
43225,FFAE27,-1.4510387811634349
43226,FFAF79,-1.4276315789473684
43227,FFB0CB,-1.4042243767313018
43228,FFB2C6,-1.3691135734072022
43229,FFB418,-1.345706371191136
43230,FFB56A,-1.3222991689750694
43231,FFB765,-1.2871883656509695
43232,FFB8B7,-1.263781163434903
43233,FFBAB2,-1.2286703601108033
43234,FFBC04,-1.2052631578947368
43235,FFBD56,-1.1818559556786703
43236,FFBEA8,-1.1584487534626038
43237,FFC0A3,-1.1233379501385041
43238,FFC1F5,-1.0999307479224378
43239,FFC3F0,-1.064819944598338
43240,FFC542,-1.0414127423822714
43241,FFC694,-1.018005540166205
43242,FFC7E6,-0.9945983379501384
43243,FFC9E1,-0.9594875346260388
43244,FFCB33,-0.9360803324099723
43245,FFCC85,-0.9126731301939058
43246,FFCE80,-0.8775623268698062
43247,FFCFD2,-0.8541551246537397
43248,FFD124,-0.8307479224376731
43249,FFD31F,-0.7956371191135734
43250,FFD471,-0.7722299168975069
43251,FFD5C3,-0.7488227146814403
43252,FFD7BE,-0.7137119113573407
43253,FFD910,-0.6903047091412743
43254,FFDA62,-0.6668975069252078
43255,FFDC5D,-0.631786703601108
43256,FFDDAF,-0.6083795013850415
43257,FFDF01,-0.5849722991689751
43258,FFE053,-0.5615650969529086
43259,FFE24E,-0.5264542936288089
43260,FFE3A0,-0.5030470914127424
43261,FFE4F2,-0.47963988919667594
43262,FFE6ED,-0.44452908587257617
43263,FFE83F,-0.4211218836565097
43264,FFE991,-0.3977146814404432
43265,FFEB8C,-0.3626038781163435
43266,FFECDE,-0.339196675900277
43267,FFEE30,-0.3157894736842105
43268,FFF02B,-0.2806786703601108
43269,FFF17D,-0.25727146814404434
43270,FFF2CF,-0.23386426592797785
43271,FFF4CA,-0.19875346260387813
43272,FFF61C,-0.17534626038781165
43273,FFF76E,-0.15193905817174513
43274,FFF969,-0.11682825484764543
43275,FFFABB,-0.09342105263157895
43276,FFFC0D,-0.07001385041551247
43277,FFFD5F,-0.04660664819944598
43278,FFFF5A,-0.01149584487534626
43279,0000AC,-0.005817174515235457
43280,0001FE,0.035318559556786706
43281,0003F9,0.07042936288088643
43282,00054B,0.09383656509695291
43283,00069D,0.11724376731301939
43284,000898,-0.13130193905817175
43285,0009EA,-0.10789473684210525
43286,000B3C,-0.08448753462603878
43287,000D37,-0.049376731301939064
43288,000E89,-0.025969529085872578
43289,000FDB,-0.002562326869806094
43290,0011D6,0.3162049861495845
43291,001328,0.339612188365651
43292,00147A,0.36301939058171745
43293,0015CC,0.38642659279778396
43294,0017C7,0.4215373961218837
43295,001919,0.4449445983379501
43296,001A6B,0.4683518005540166
43297,001C66,0.5034626038781164
43298,001DB8,0.5268698060941828
43299,001F0A,0.5502770083102493
43300,002105,0.585387811634349
43301,002257,0.6087950138504156
43302,0023A9,0.632202216066482
43303,0025A4,0.6673130193905816
43304,0026F6,0.6907202216066481
43305,002848,0.7141274238227147
43306,002A43,0.7492382271468144
43307,002B95,0.7726454293628809
43308,002CE7,0.7960526315789473
43309,002E39,0.8194598337950137
43310,003034,0.8545706371191136
43311,003186,0.87797783933518
43312,0032D8,0.9013850415512465
43313,0034D3,0.9364958448753462
43314,003625,0.9599030470914127
43315,003777,0.9833102493074792
43316,0038C9,1.0067174515235457
43317,003AC4,1.0418282548476454
43318,003C16,1.065235457063712
43319,003D68,1.0886426592797784
43320,003F63,1.123753462603878
43321,0040B5,1.1471606648199446
43322,004207,1.1705678670360111
43323,004402,1.2056786703601108
43324,004554,1.2290858725761773
43325,0046A6,1.2524930747922438
43326,0048A1,1.2876038781163435
43327,0049F3,1.31101108033241
43328,004B45,1.3344182825484765
43329,004D40,1.3695290858725762
43330,004E92,1.3929362880886427
43331,004FE4,1.416343490304709
43332,0051DF,1.4514542936288088
43333,005331,1.4748614958448756
43334,005483,1.4982686980609419
43335,00567E,1.5333795013850415
43336,0057D0,1.556786703601108
43337,005922,1.5801939058171746
43338,005A74,1.6036011080332409
43339,005C6F,1.6387119113573407
43340,005DC1,1.662119113573407
43341,005F13,1.6855263157894738
43342,00610E,1.7206371191135736
43343,006260,1.74404432132964
43344,0063B2,1.7674515235457062
43345,0065AD,1.802562326869806
43346,0066FF,1.8259695290858726
43347,006851,1.849376731301939
43348,006A4C,1.8844875346260388
43349,006B9E,1.907894736842105
43350,006CF0,1.9313019390581718
43351,006EEB,1.9664127423822717
43352,00703D,1.989819944598338
43353,00718F,2.0132271468144043
43354,00738A,2.048337950138504
43355,0074DC,2.0717451523545707
43356,00762E,2.095152354570637
43357,007780,2.1185595567867037
43358,00797B,2.1536703601108034
43359,007ACD,2.1770775623268697
43360,007C1F,2.2004847645429364
43361,007E1A,2.235595567867036
43362,007F6C,2.2590027700831024
43363,0080BE,-2.256094182825485
43364,0082B9,-2.220983379501385
43365,00840B,-2.1975761772853186
43366,00855D,-2.1741689750692523
43367,008758,-2.1390581717451522
43368,0088AA,-2.115650969529086
43369,0089FC,-2.092243767313019
43370,008BF7,-2.05713296398892
43371,008D49,-2.0337257617728532
43372,008E9B,-2.010318559556787
43373,009096,-1.975207756232687
43374,0091E8,-1.9518005540166203
43375,00933A,-1.928393351800554
43376,009535,-1.8932825484764542
43377,009687,-1.8698753462603879
43378,009882,-1.834764542936288
43379,0099D4,-1.8113573407202217
43380,009B26,-1.7879501385041552
43381,009C78,-1.764542936288089
43382,009E73,-1.729432132963989
43383,009FC5,-1.7060249307479223
43384,00A1C0,-1.6709141274238228
43385,00A312,-1.647506925207756
43386,00A464,-1.6240997229916898
43387,00A65F,-1.58898891966759
43388,00A7B1,-1.5655817174515236
43389,00A903,-1.5421745152354571
43390,00AAFE,-1.5070637119113572
43391,00AC50,-1.483656509695291
43392,00AE4B,-1.448545706371191
43393,00AF9D,-1.4251385041551248
43394,00B0EF,-1.401731301939058
43395,00B2EA,-1.3666204986149584
43396,00B43C,-1.3432132963988919
43397,00B58E,-1.3198060941828256
43398,00B789,-1.284695290858726
43399,00B8DB,-1.2612880886426594
43400,00BAD6,-1.2261772853185595
43401,00BC28,-1.202770083102493
43402,00BD7A,-1.1793628808864265
43403,00BF75,-1.1442520775623268
43404,00C0C7,-1.1208448753462603
43405,00C219,-1.0974376731301938
43406,00C414,-1.0623268698060941
43407,00C566,-1.0389196675900279
43408,00C761,-1.003808864265928
43409,00C8B3,-0.9804016620498615
43410,00CA05,-0.9569944598337949
43411,00CB57,-0.9335872576177284
43412,00CD52,-0.8984764542936288
43413,00CEA4,-0.8750692520775624
43414,00D09F,-0.8399584487534627
43415,00D1F1,-0.8165512465373962
43416,00D3EC,-0.7814404432132964
43417,00D53E,-0.7580332409972299
43418,00D690,-0.7346260387811634
43419,00D88B,-0.6995152354570637
43420,00D9DD,-0.6761080332409972
43421,00DB2F,-0.6527008310249307
43422,00DD2A,-0.617590027700831
43423,00DE7C,-0.5941828254847645
43424,00E077,-0.5590720221606648
43425,00E1C9,-0.5356648199445984
43426,00E31B,-0.5122576177285318
43427,00E516,-0.4771468144044322
43428,00E668,-0.45373961218836567
43429,00E863,-0.41862880886426596
43430,00E9B5,-0.39522160664819944
43431,00EB07,-0.371814404432133
43432,00ED02,-0.3367036011080332
43433,00EE54,-0.31329639889196675
43434,00F04F,-0.27818559556786704
43435,00F1A1,-0.2547783933518006
43436,00F2F3,-0.23137119113573407
43437,00F4EE,-0.19626038781163432
43438,00F640,-0.17285318559556787
43439,00F83B,-0.13774238227146815
43440,00F98D,-0.11433518005540166
43441,00FADF,-0.09092797783933519
43442,00FCDA,-0.055817174515235456
43443,00FE2C,-0.03240997229916897
43444,010027,4.541204986149584
43445,010179,4.564612188365651
43446,0102CB,4.588019390581717
43447,0104C6,4.623130193905817
43448,010618,4.646537396121884
43449,010813,4.681648199445983
43450,010965,4.70505540166205
43451,010AB7,4.728462603878116
43452,010CB2,4.763573407202216
43453,010E04,4.786980609418282
43454,010FFF,4.822091412742382
43455,011151,4.845498614958449
43456,0112A3,4.868905817174515
43457,01149E,4.9040166204986155
43458,0115F0,4.927423822714681
43459,011742,4.950831024930748
43460,01193D,4.985941828254847
43461,011A8F,5.009349030470914
43462,011C8A,5.044459833795014
43463,011DDC,5.06786703601108
43464,011F2E,5.091274238227147
43465,012129,5.126385041551246
43466,01227B,5.149792243767314
43467,012476,5.184903047091413
43468,0125C8,5.2083102493074795
43469,01271A,5.231717451523545
43470,012915,5.2668282548476455
43471,012A67,5.290235457063712
43472,012C62,5.3253462603878114
43473,012DB4,5.348753462603878
43474,012F06,5.372160664819944
43475,013101,5.407271468144044
43476,013253,5.430678670360111
43477,0133A5,5.454085872576178
43478,0135A0,5.489196675900278
43479,0136F2,5.512603878116344
43480,0138ED,5.547714681440444
43481,013A3F,5.5711218836565095
43482,013B91,5.594529085872576
43483,013D8C,5.629639889196676
43483,013EDE,5.653047091412743
43484,0140D9,5.688157894736842
43485,01422B,5.711565096952909
43486,014426,5.746675900277008
43488,014578,5.770083102493075
43488,0146CA,5.793490304709141
43489,0148C5,5.828601108033241
43490,014A17,5.852008310249307
43491,014C12,5.887119113573408
43492,014D64,5.910526315789473
43493,014F5F,5.945637119113574
43494,0150B1,5.96904432132964
43495,015203,5.992451523545706
43496,0153FE,6.027562326869806
43497,015550,6.050969529085872
43498,01574B,6.086080332409973
43499,01589D,6.109487534626038
43500,0159EF,6.132894736842106
43501,015BEA,6.168005540166205
43502,015D3C,6.191412742382272
43503,015E8E,6.214819944598338
43504,016089,6.249930747922438
43505,0161DB,6.2733379501385045
43506,01632D,6.29674515235457
43507,016528,6.331855955678671
43508,01667A,6.355263157894736
43509,016875,6.390373961218837
43510,0169C7,6.413781163434903
43511,016B19,6.43718836565097
43512,016D14,6.472299168975069
43513,016E66,6.495706371191136
43514,017061,6.530817174515235
43515,0171B3,6.554224376731302
43516,017305,6.577631578947369
43517,017500,6.612742382271469
43518,017652,6.636149584487535
43519,01784D,6.6712603878116346
43520,01799F,6.694667590027701
43521,017AF1,6.718074792243767
43522,017CEC,6.753185595567867
43523,017EE7,6.7882963988919665
43524,018039,6.811703601108033
43525,01818B,6.835110803324099
43526,0182DD,6.858518005540166
43527,0184D8,6.893628808864265
43528,01862A,6.917036011080333
43529,018825,6.952146814404432
43530,018977,6.975554016620499
43531,018B72,7.010664819944599
43532,018CC4,7.0340720221606645
43533,018E16,7.057479224376731
43534,019011,7.0925900277008305
43535,019163,7.115997229916898
43537,01935E,7.151108033240997
43538,0194B0,7.174515235457064
43539,0196AB,7.209626038781163
43540,0197FD,7.23303324099723
43541,01994F,7.256440443213297
43542,019B4A,7.291551246537396
43543,019C9C,7.314958448753464
43544,019E97,7.350069252077562
43545,019FE9,7.3734764542936295
43546,01A1E4,7.408587257617729
43547,01A336,7.4319944598337955
43548,01A531,7.467105263157895
43549,01A683,7.490512465373961
43550,01A7D5,7.513919667590027
43551,01A9D0,7.549030470914127
43552,01AB22,7.572437673130193
43553,01AC74,7.595844875346261
43554,01AE6F,7.630955678670359
43555,01AFC1,7.654362880886427
43556,01B1BC,7.689473684210526
43557,01B30E,7.712880886426593
43558,01B509,7.747991689750693
43559,01B65B,7.771398891966759
43560,01B7AD,7.794806094182825
43561,01B9A8,7.829916897506925
43562,01BAFA,7.853324099722992
43563,01BCF5,7.8884349030470915
43564,01BE47,7.911842105263158
43565,01BF99,7.935249307479224
43566,01C194,7.970360110803324
43567,01C2E6,7.993767313019391
43568,01C4E1,8.02887811634349
43569,01C633,8.052285318559557
43570,01C785,8.075692520775624
43571,01C980,8.110803324099724
43572,01CAD2,8.134210526315789
43573,01CCCD,8.169321329639889
43574,01CE1F,8.192728531855956
43575,01D01A,8.227839335180056
43576,01D16C,8.251246537396122
43577,01D367,8.286357340720222
43578,01D4B9,8.309764542936287
43579,01D60B,8.333171745152354
43580,01D806,8.368282548476454
43581,01D958,8.391689750692521
43582,01DAAA,8.415096952908588
43583,01DCA5,8.450207756232686
43584,01DDF7,8.473614958448755
43585,01DFF2,8.508725761772853
43586,01E144,8.53213296398892
43587,01E296,8.555540166204986
43588,01E491,8.590650969529086
43589,01E5E3,8.614058171745151
43590,01E7DE,8.649168975069252
43591,01E930,8.672576177285318
43592,01EB2B,8.707686980609418
43593,01EC7D,8.731094182825485
43594,01EDCF,8.754501385041552
43595,01EFCA,8.789612188365652
43596,01F11C,8.813019390581717
43597,01F317,8.848130193905817
43598,01F469,8.871537396121884
43599,01F664,8.906648199445984
43600,01F7B6,8.930055401662049
43601,01F9B1,8.96516620498615
43602,01FB03,8.988573407202216
43603,01FC55,9.011980609418282
43604,01FE50,9.047091412742382
43605,01FFA2,9.07049861495845
43606,02019D,9.105609418282548
43607,0202EF,9.129016620498614
43608,0204EA,9.164127423822714
43609,02063C,9.187534626038781
43610,02078E,9.210941828254848
43611,020989,9.246052631578948
43612,020ADB,9.269459833795015
43613,020CD6,9.304570637119113
43614,020E28,9.32797783933518
43615,020F7A,9.351385041551247
43616,021175,9.386495844875347
43617,0212C7,9.409903047091412
43618,0214C2,9.445013850415513
43619,021614,9.46842105263158
43620,021766,9.491828254847645
43621,021961,9.526939058171745
43622,021AB3,9.550346260387812
43623,021CAE,9.585457063711912
43624,021E00,9.608864265927977
43625,021F52,9.632271468144044
43626,02214D,9.667382271468144
43627,02229F,9.69078947368421
43628,02249A,9.72590027700831
43629,0225EC,9.749307479224377
43630,0227E7,9.784418282548476
43631,022939,9.807825484764543
43632,022A8B,9.83123268698061
43633,022C86,9.86634349030471
43634,022DD8,9.889750692520776
43635,022F2A,9.913157894736841
43636,023125,9.948268698060943
43637,023277,9.971675900277008
43638,023472,10.006786703601108
43639,0235C4,10.030193905817175
43640,0237BF,10.065304709141275
43641,023911,10.08871191135734
43642,023A63,10.112119113573407
43643,023C5E,10.147229916897507
43644,023DB0,10.170637119113573
43645,023FAB,10.205747922437672
43646,0240FD,10.22915512465374
43647,0242F8,10.26426592797784
43648,02444A,10.287673130193905
43649,024645,10.322783933518005
43650,024797,10.346191135734072
43651,024992,10.381301939058172
43652,024AE4,10.404709141274237
43653,024C36,10.428116343490306
43654,024E31,10.463227146814404
43655,024F83,10.48663434903047
43656,02517E,10.52174515235457
43657,0252D0,10.545152354570638
43658,0254CB,10.580263157894736
43659,02561D,10.603670360110803
43660,025818,10.638781163434903
43661,02596A,10.66218836565097
43662,025ABC,10.685595567867036
43663,025CB7,10.720706371191136
43664,025E09,10.744113573407203
43665,026004,10.779224376731301
43666,026156,10.802631578947368
43667,026351,10.837742382271468
43668,0264A3,10.861149584487535
43669,02669E,10.896260387811633
43670,0267F0,10.919667590027702
43671,0269EB,10.9547783933518
43672,026B3D,10.978185595567867
43673,026D38,11.013296398891967
43674,026E8A,11.036703601108034
43675,027085,11.071814404432132
43676,0271D7,11.095221606648199
43677,027329,11.118628808864266
43678,027524,11.153739612188366
43679,027676,11.177146814404432
43680,027871,11.212257617728532
43681,0279C3,11.2356648199446
43682,027BBE,11.270775623268698
43683,027D10,11.294182825484764
43684,027F0B,11.329293628808866
43685,02805D,11.35270083102493
43686,028258,11.38781163434903
43687,0283AA,11.411218836565098
43688,0285A5,11.446329639889198
43689,0286F7,11.469736842105261
43690,0288F2,11.504847645429363
43691,028A44,11.52825484764543
43692,028C3F,11.56336565096953
43693,028D91,11.586772853185597
43694,028F8C,11.621883656509695
43695,0290DE,11.645290858725762
43696,029230,11.668698060941828
43697,02942B,11.703808864265929
43698,02957D,11.727216066481994
43699,029778,11.762326869806094
43700,0298CA,11.78573407202216
43701,029AC5,11.82084487534626
43702,029C17,11.844252077562325
43703,029E12,11.879362880886426
43704,029F64,11.902770083102494
43705,02A15F,11.937880886426594
43706,02A2B1,11.961288088642657
43707,02A4AC,11.99639889196676
43708,02A5FE,12.019806094182826
43709,02A7F9,12.054916897506926
43710,02A94B,12.078324099722993
43711,02AB46,12.113434903047091
43712,02AC98,12.136842105263158
43713,02AE93,12.171952908587258
43714,02AFE5,12.195360110803325
43715,02B1E0,12.230470914127423
43716,02B332,12.25387811634349
43717,02B52D,12.28898891966759
43718,02B67F,12.312396121883658
43719,02B87A,12.347506925207755
43720,02B9CC,12.370914127423822
43721,02BB1E,12.39432132963989
43722,02BD19,12.42943213296399
43722,02BE6B,12.452839335180053
43723,02C066,12.487950138504155
43724,02C1B8,12.511357340720222
43725,02C3B3,12.546468144044322
43726,02C505,12.569875346260389
43727,02C700,12.604986149584487
43728,02C852,12.628393351800554
43729,02CA4D,12.663504155124654
43730,02CB9F,12.68691135734072
43731,02CD9A,12.72202216066482
43732,02CEEC,12.745429362880886
43733,02D0E7,12.780540166204986
43734,02D239,12.803947368421053
43735,02D38B,12.827354570637118
43736,02D586,12.862465373961218
43738,02D6D8,12.885872576177286
43739,02D8D3,12.920983379501386
43740,02DA25,12.94439058171745
43741,02DC20,12.979501385041551
43742,02DD72,13.002908587257618
43743,02DF6D,13.038019390581718
43744,02E0BF,13.061426592797785
43745,02E2BA,13.096537396121883
43746,02E40C,13.11994459833795
43747,02E607,13.15505540166205
43748,02E759,13.178462603878117
43749,02E954,13.213573407202215
43750,02EAA6,13.236980609418282
43751,02ECA1,13.272091412742382
43752,02EDF3,13.29549861495845
43753,02EFEE,13.330609418282547
43754,02F140,13.354016620498614
43755,02F33B,13.389127423822716
43756,02F48D,13.412534626038783
43757,02F688,13.447645429362879
43758,02F7DA,13.471052631578948
43759,02F9D5,13.506163434903048
43760,02FB27,13.529570637119114
43761,02FD22,13.564681440443213
43762,02FE74,13.58808864265928
43763,03006F,13.62319944598338
43764,0301C1,13.646606648199446
43765,030313,13.670013850415513
43766,03050E,13.705124653739611
43767,030660,13.728531855955678
43768,03085B,13.763642659279778
43769,030A56,13.79875346260388
43770,030BA8,13.822160664819943
43771,030CFA,13.84556786703601
43772,030EF5,13.880678670360112
43773,031047,13.904085872576179
43774,031242,13.939196675900277
43775,031394,13.962603878116344
43776,03158F,13.997714681440444
43777,0316E1,14.02112188365651
43778,0318DC,14.056232686980609
43779,031A2E,14.079639889196676
43780,031B80,14.103047091412742
43781,031D7B,14.138157894736842
43782,031ECD,14.16156509695291
43783,0320C8,14.196675900277008
43784,0322C3,14.231786703601108
43785,032415,14.255193905817174
43786,032567,14.278601108033243
43787,032762,14.31371191135734
43788,0328B4,14.337119113573406
43789,032AAF,14.372229916897508
43790,032C01,14.395637119113575
43791,032DFC,14.430747922437671
43792,032F4E,14.45415512465374
43793,033149,14.48926592797784
43794,03329B,14.512673130193907
43795,033496,14.547783933518005
43796,0335E8,14.571191135734072
43797,0337E3,14.606301939058172
43798,033935,14.629709141274239
43799,033B30,14.664819944598337
43800,033C82,14.688227146814404
43801,033E7D,14.723337950138504
43802,033FCF,14.74674515235457
43803,0341CA,14.781855955678669
43804,03431C,14.805263157894736
43805,034517,14.840373961218836
43806,034712,14.875484764542938
43807,034864,14.898891966759004
43808,034A5F,14.934002770083103
43809,034BB1,14.95740997229917
43810,034DAC,14.99252077562327
43811,034EFE,15.015927977839336
43812,0350F9,15.051038781163435
43813,03524B,15.074445983379501
43814,035446,15.109556786703601
43815,035598,15.132963988919668
43816,035793,15.168074792243766
43817,0358E5,15.191481994459833
43818,035AE0,15.226592797783933
43819,035C32,15.25
43820,035E2D,15.285110803324098
43821,035F7F,15.308518005540165
43822,03617A,15.343628808864267
43823,0362CC,15.367036011080334
43824,0364C7,15.40214681440443
43825,036619,15.425554016620499
43826,036814,15.460664819944599
43827,036966,15.484072022160666
43828,036B61,15.519182825484764
43829,036CB3,15.54259002770083
43830,036EAE,15.57770083102493
43831,037000,15.601108033240997
43832,0371FB,15.636218836565098
43833,03734D,15.659626038781163
43834,037548,15.694736842105263
43835,03769A,15.71814404432133
43836,037895,15.75325484764543
43836,0379E7,15.776662049861494
43837,037BE2,15.811772853185595
43838,037D34,15.835180055401663
43839,037F2F,15.870290858725763
43840,038081,15.893698060941826
43841,03827C,15.928808864265928
43842,0383CE,15.952216066481995
43843,0385C9,15.987326869806095
43844,03871B,16.01073407202216
43845,038916,16.04584487534626
43846,038A68,16.069252077562325
43847,038C63,16.104362880886427
43848,038DB5,16.127770083102494
43849,038FB0,16.162880886426592
43850,039102,16.18628808864266
43851,0392FD,16.22139889196676
43852,03944F,16.244806094182827
43853,03964A,16.279916897506926
43854,03979C,16.303324099722992
43855,039997,16.33843490304709
43856,039AE9,16.361842105263158
43857,039CE4,16.396952908587256
43858,039E36,16.420360110803323
43859,03A031,16.455470914127424
43860,03A183,16.47887811634349
43861,03A2D5,16.502285318559554
43862,03A4D0,16.537396121883656
43863,03A6CB,16.572506925207758
43864,03A81D,16.595914127423825
43865,03AA18,16.63102493074792
43866,03AB6A,16.65443213296399
43867,03AD65,16.68954293628809
43868,03AEB7,16.712950138504155
43869,03B009,16.73635734072022
43870,03B204,16.77146814404432
43871,03B356,16.794875346260387
43872,03B551,16.82998614958449
43873,03B6A3,16.853393351800555
43874,03B89E,16.888504155124654
43875,03B9F0,16.91191135734072
43876,03BB42,16.935318559556787
43877,03BD3D,16.970429362880886
43878,03BE8F,16.993836565096952
43879,03C08A,17.02894736842105
43880,03C1DC,17.052354570637117
43881,03C3D7,17.08746537396122
43882,03C529,17.110872576177286
43883,03C67B,17.13427977839335
43884,03C876,17.16939058171745
43885,03C9C8,17.192797783933518
43886,03CBC3,17.22790858725762
43887,03CDBE,17.263019390581718
43888,03CF10,17.286426592797785
43889,03D10B,17.321537396121883
43890,03D25D,17.34494459833795
43891,03D3AF,17.368351800554017
43892,03D5AA,17.403462603878115
43893,03D6FC,17.42686980609418
43894,03D8F7,17.461980609418283
43895,03DA49,17.485387811634347
43896,03DC44,17.52049861495845
43897,03DD96,17.543905817174515
43898,03DF91,17.579016620498617
43899,03E0E3,17.602423822714684
43900,03E235,17.625831024930747
43901,03E430,17.66094182825485
43902,03E582,17.684349030470916
43903,03E77D,17.719459833795014
43904,03E8CF,17.74286703601108
43905,03EACA,17.77797783933518
43906,03EC1C,17.801385041551246
43907,03EE17,17.836495844875348
43908,03EF69,17.85990304709141
43909,03F164,17.895013850415513
43910,03F2B6,17.91842105263158
43911,03F4B1,17.953531855955678
43912,03F603,17.976939058171745
43913,03F7FE,18.012049861495843
43914,03F950,18.03545706371191
43915,03FB4B,18.07056786703601
43916,03FC9D,18.093975069252078
43917,03FE98,18.129085872576177
43918,03FFEA,18.152493074792243
43919,0401E5,18.187603878116345
43920,040337,18.211011080332412
43921,040489,18.234418282548475
43922,040684,18.269529085872577
43923,0407D6,18.292936288088644
43924,0409D1,18.328047091412742
43925,040B23,18.35145429362881
43926,040D1E,18.386565096952907
43927,040E70,18.409972299168974
43928,04106B,18.445083102493076
43929,0411BD,18.46849030470914
43930,04130F,18.491897506925206
43931,04150A,18.527008310249307
43932,04165C,18.550415512465374
43933,041857,18.585526315789476
43934,0419A9,18.60893351800554
43935,041BA4,18.64404432132964
43936,041CF6,18.667451523545708
43938,041EF1,18.702562326869806
43939,042043,18.725969529085873
43940,04223E,18.76108033240997
43941,042390,18.784487534626038
43942,0424E2,18.807894736842105
43943,0426DD,18.843005540166203
43944,04282F,18.86641274238227
43945,042A2A,18.90152354570637
43946,042B7C,18.92493074792244
43947,042D77,18.960041551246537
43948,042EC9,18.983448753462604
43949,0430C4,19.018559556786702
43950,043216,19.041966759002772
43951,043368,19.06537396121884
43952,043563,19.100484764542934
43953,0436B5,19.123891966759004
43954,0438B0,19.159002770083102
43955,043A02,19.18240997229917
43956,043BFD,19.217520775623267
43957,043D4F,19.240927977839334
43958,043F4A,19.276038781163436
43959,04409C,19.299445983379503
43960,044297,19.3345567867036
43961,0443E9,19.357963988919668
43962,04453B,19.381371191135734
43963,044736,19.416481994459833
43964,044888,19.4398891966759
43965,044A83,19.474999999999998
43966,044BD5,19.498407202216065
43967,044DD0,19.533518005540166
43968,044F22,19.556925207756233
43969,045074,19.580332409972296
43970,04526F,19.6154432132964
43971,0453C1,19.638850415512465
43972,0455BC,19.673961218836567
43973,04570E,19.69736842105263
43974,045909,19.732479224376732
43975,045A5B,19.7558864265928
43976,045BAD,19.779293628808865
43977,045DA8,19.814404432132964
43978,045EFA,19.83781163434903
43979,0460F5,19.87292243767313
43980,046247,19.896329639889196
43981,046442,19.931440443213297
43982,046594,19.95484764542936
43983,04678F,19.989958448753463
43984,0468E1,20.01336565096953
43985,046A33,20.036772853185596
43986,046C2E,20.071883656509694
43987,046D80,20.09529085872576
43988,046F7B,20.130401662049863
43989,0470CD,20.15380886426593
43990,04721F,20.177216066481996
43991,04741A,20.212326869806095
43992,047615,20.247437673130193
43993,047767,20.27084487534626
43994,0478B9,20.294252077562327
43995,047AB4,20.329362880886425
43996,047C06,20.35277008310249
43997,047D58,20.37617728531856
43998,047F53,20.41128808864266
43999,0480A5,20.434695290858723
44000,0482A0,20.469806094182825
44001,04849B,20.504916897506927
44002,0485ED,20.528324099722994
44003,0487E8,20.56343490304709
44004,04893A,20.58684210526316
44005,048B35,20.621952908587257
44006,048C87,20.645360110803324
44007,048E82,20.680470914127422
44008,048FD4,20.70387811634349
44009,0491CF,20.73898891966759
44010,049321,20.762396121883658
44011,04951C,20.797506925207756
44012,04966E,20.820914127423823
44013,0497C0,20.84432132963989
44014,0499BB,20.879432132963988
44015,049B0D,20.902839335180055
44016,049D08,20.937950138504153
44017,049E5A,20.96135734072022
44018,04A055,20.99646814404432
44019,04A250,21.031578947368423
44020,04A3A2,21.054986149584487
44021,04A4F4,21.078393351800553
44022,04A6EF,21.113504155124655
44023,04A8EA,21.148614958448753
44024,04AA3C,21.17202216066482
44025,04AC37,21.20713296398892
44026,04AD89,21.230540166204985
44027,04AF84,21.265650969529087
44028,04B0D6,21.289058171745154
44029,04B2D1,21.324168975069252
44030,04B423,21.34757617728532
44031,04B61E,21.382686980609417
44032,04B770,21.406094182825484
44033,04B96B,21.441204986149582
44034,04BABD,21.46461218836565
44035,04BCB8,21.49972299168975
44036,04BE0A,21.523130193905818
44036,04BF5C,21.54653739612188
44037,04C157,21.581648199445983
44038,04C352,21.616759002770085
44039,04C4A4,21.64016620498615
44040,04C69F,21.67527700831025
44041,04C7F1,21.698684210526316
44042,04C9EC,21.733795013850415
44043,04CB3E,21.75720221606648
44044,04CD39,21.79231301939058
44045,04CE8B,21.815720221606647
44046,04D086,21.85083102493075
44047,04D1D8,21.874238227146815
44048,04D3D3,21.909349030470914
44049,04D525,21.93275623268698
44050,04D720,21.96786703601108
44051,04D872,21.99127423822715
44052,04DA6D,22.026385041551247
44053,04DBBF,22.049792243767314
44054,04DDBA,22.084903047091412
44055,04DF0C,22.10831024930748
